sentence1,sentence2,similarity
 Một nhóm cầu thủ đang chơi bóng bầu dục,Hai đội đang tham gia một trận đấu bóng đá kiểu Mỹ,0.27
 Một nhóm cầu thủ đang chơi bóng bầu dục,"Ba cầu thủ va chạm, bóng bật ra ngoài biên",0.07
 Một cầu thủ nhảy lên người đối phương và cản phá quả phát bóng lên,Hai đội đang tham gia một trận đấu bóng đá kiểu Mỹ,0.2
 Một cầu thủ nhảy lên người đối phương và cản phá quả phát bóng lên,"Ba cầu thủ va chạm, bóng bật ra ngoài biên",0.33
Hai đội đang tham gia một trận đấu bóng đá kiểu Mỹ,"Ba cầu thủ va chạm, bóng bật ra ngoài biên",0.27
Một trận đấu bóng đá được diễn ra giữa hai đội trên sân, Các cầu thủ đang chơi bóng đá,0.8
Một trận đấu bóng đá được diễn ra giữa hai đội trên sân, Một cầu thủ cố gắng ngăn cản quả phát bóng lên bằng cách chặn đường đi của đối phương,0.27
Một trận đấu bóng đá được diễn ra giữa hai đội trên sân,Ba cầu thủ của hai đội đang chơi bóng đá,0.67
Một trận đấu bóng đá được diễn ra giữa hai đội trên sân,Một cầu thủ khác cố gắng chặn cầu thủ bằng chân đang đưa bóng,0.4
 Các cầu thủ đang chơi bóng đá, Một cầu thủ cố gắng ngăn cản quả phát bóng lên bằng cách chặn đường đi của đối phương,0.27
 Các cầu thủ đang chơi bóng đá,Ba cầu thủ của hai đội đang chơi bóng đá,0.67
 Các cầu thủ đang chơi bóng đá,Một cầu thủ khác cố gắng chặn cầu thủ bằng chân đang đưa bóng,0.53
 Một cầu thủ cố gắng ngăn cản quả phát bóng lên bằng cách chặn đường đi của đối phương,Ba cầu thủ của hai đội đang chơi bóng đá,0.4
 Một cầu thủ cố gắng ngăn cản quả phát bóng lên bằng cách chặn đường đi của đối phương,Một cầu thủ khác cố gắng chặn cầu thủ bằng chân đang đưa bóng,0.93
Ba cầu thủ của hai đội đang chơi bóng đá,Một cầu thủ khác cố gắng chặn cầu thủ bằng chân đang đưa bóng,0.47
Một người đàn ông chở xe đạp gần một ngọn núi, Một người đàn ông đi xe đạp,0.33
Một người đàn ông chở xe đạp gần một ngọn núi, Một người đàn ông cố gắng dừng chiếc xe đạp đang lăn một cách khó khăn,0.27
Một người đàn ông chở xe đạp gần một ngọn núi,"Một đêm nọ, một chàng trai khoe cuộc phiêu lưu bằng xe đạp leo núi của mình",0.13
Một người đàn ông chở xe đạp gần một ngọn núi,Một thanh niên nhấc chiếc xe đạp của mình lên khi đứng bằng một chân,0.53
 Một người đàn ông đi xe đạp, Một người đàn ông cố gắng dừng chiếc xe đạp đang lăn một cách khó khăn,0.13
 Một người đàn ông đi xe đạp,"Một đêm nọ, một chàng trai khoe cuộc phiêu lưu bằng xe đạp leo núi của mình",0.53
 Một người đàn ông đi xe đạp,Một thanh niên nhấc chiếc xe đạp của mình lên khi đứng bằng một chân,0.33
 Một người đàn ông cố gắng dừng chiếc xe đạp đang lăn một cách khó khăn,"Một đêm nọ, một chàng trai khoe cuộc phiêu lưu bằng xe đạp leo núi của mình",0.13
 Một người đàn ông cố gắng dừng chiếc xe đạp đang lăn một cách khó khăn,Một thanh niên nhấc chiếc xe đạp của mình lên khi đứng bằng một chân,0.13
"Một đêm nọ, một chàng trai khoe cuộc phiêu lưu bằng xe đạp leo núi của mình",Một thanh niên nhấc chiếc xe đạp của mình lên khi đứng bằng một chân,0.47
Hai người đàn ông lái thuyền máy trên mặt nước, Hai người đàn ông đang chơi đùa trên mặt nước,0.6
Hai người đàn ông lái thuyền máy trên mặt nước, Hai người đàn ông di chuyển dọc theo một chiếc thuyền máy,0.73
Hai người đàn ông lái thuyền máy trên mặt nước,Hai người tham gia môn thể thao jetski,0.53
Hai người đàn ông lái thuyền máy trên mặt nước,Có hai hành khách trên chiếc thuyền cắt ngang mặt nước,0.8
 Hai người đàn ông đang chơi đùa trên mặt nước, Hai người đàn ông di chuyển dọc theo một chiếc thuyền máy,0.67
 Hai người đàn ông đang chơi đùa trên mặt nước,Hai người tham gia môn thể thao jetski,0.67
 Hai người đàn ông đang chơi đùa trên mặt nước,Có hai hành khách trên chiếc thuyền cắt ngang mặt nước,0.33
 Hai người đàn ông di chuyển dọc theo một chiếc thuyền máy,Hai người tham gia môn thể thao jetski,0.4
 Hai người đàn ông di chuyển dọc theo một chiếc thuyền máy,Có hai hành khách trên chiếc thuyền cắt ngang mặt nước,0.67
Hai người tham gia môn thể thao jetski,Có hai hành khách trên chiếc thuyền cắt ngang mặt nước,0.53
Một con diệc trắng di chuyển trên mặt nước, Một con sếu bay trên mặt nước,0.73
Một con diệc trắng di chuyển trên mặt nước, Một con chim chạm chân vào mặt nước hồ và bay đi,0.53
Một con diệc trắng di chuyển trên mặt nước,Một con gà trống trắng nhảy xuống nước,0.47
Một con diệc trắng di chuyển trên mặt nước,"Không thể đáp xuống mặt nước, cò súng lại bay",0.47
 Một con sếu bay trên mặt nước, Một con chim chạm chân vào mặt nước hồ và bay đi,0.73
 Một con sếu bay trên mặt nước,Một con gà trống trắng nhảy xuống nước,0.47
 Một con sếu bay trên mặt nước,"Không thể đáp xuống mặt nước, cò súng lại bay",0.53
 Một con chim chạm chân vào mặt nước hồ và bay đi,Một con gà trống trắng nhảy xuống nước,0.27
 Một con chim chạm chân vào mặt nước hồ và bay đi,"Không thể đáp xuống mặt nước, cò súng lại bay",0.53
Một con gà trống trắng nhảy xuống nước,"Không thể đáp xuống mặt nước, cò súng lại bay",0.6
Một nhóm người đang xem một trận đấu thể thao vào lúc hoàng hôn, Mọi người xem trò chơi với ngọn đuốc,0.6
Một nhóm người đang xem một trận đấu thể thao vào lúc hoàng hôn, Mọi người đang nhìn vào một đấu trường ở Mỹ,0.27
Một nhóm người đang xem một trận đấu thể thao vào lúc hoàng hôn,Một nhóm người trên sân khấu đang theo dõi một cuộc đua ô tô,0.2
Một nhóm người đang xem một trận đấu thể thao vào lúc hoàng hôn,Một nhóm lớn người đang theo dõi chiếc xe từ xa,0
 Mọi người xem trò chơi với ngọn đuốc, Mọi người đang nhìn vào một đấu trường ở Mỹ,0.2
 Mọi người xem trò chơi với ngọn đuốc,Một nhóm người trên sân khấu đang theo dõi một cuộc đua ô tô,0.07
 Mọi người xem trò chơi với ngọn đuốc,Một nhóm lớn người đang theo dõi chiếc xe từ xa,0
 Mọi người đang nhìn vào một đấu trường ở Mỹ,Một nhóm người trên sân khấu đang theo dõi một cuộc đua ô tô,0.53
 Mọi người đang nhìn vào một đấu trường ở Mỹ,Một nhóm lớn người đang theo dõi chiếc xe từ xa,0.07
Một nhóm người trên sân khấu đang theo dõi một cuộc đua ô tô,Một nhóm lớn người đang theo dõi chiếc xe từ xa,0.07
Một người đàn ông chơi xe đạp gần đám đông lớn, Một người đàn ông biểu diễn karanam với sự hỗ trợ của một chiếc xe đạp,0.67
Một người đàn ông chơi xe đạp gần đám đông lớn, Một người đàn ông đang thực hiện karanam trên một chiếc xe đạp và một nhóm tawthi đối mặt với một nhân vật đang thể hiện điều đó.,0.6
Một người đàn ông chơi xe đạp gần đám đông lớn,Một nhóm người châu Á đang quan sát một người đàn ông thực hiện các pha nguy hiểm bằng xe đạp trên không,0.6
Một người đàn ông chơi xe đạp gần đám đông lớn,Một nhóm thanh niên khác chỉ tay vào người vừa nhảy lên từ xe đạp và reo hò.,0.67
 Một người đàn ông biểu diễn karanam với sự hỗ trợ của một chiếc xe đạp, Một người đàn ông đang thực hiện karanam trên một chiếc xe đạp và một nhóm tawthi đối mặt với một nhân vật đang thể hiện điều đó.,0.53
 Một người đàn ông biểu diễn karanam với sự hỗ trợ của một chiếc xe đạp,Một nhóm người châu Á đang quan sát một người đàn ông thực hiện các pha nguy hiểm bằng xe đạp trên không,0.53
 Một người đàn ông biểu diễn karanam với sự hỗ trợ của một chiếc xe đạp,Một nhóm thanh niên khác chỉ tay vào người vừa nhảy lên từ xe đạp và reo hò.,0.53
 Một người đàn ông đang thực hiện karanam trên một chiếc xe đạp và một nhóm tawthi đối mặt với một nhân vật đang thể hiện điều đó.,Một nhóm người châu Á đang quan sát một người đàn ông thực hiện các pha nguy hiểm bằng xe đạp trên không,0.67
 Một người đàn ông đang thực hiện karanam trên một chiếc xe đạp và một nhóm tawthi đối mặt với một nhân vật đang thể hiện điều đó.,Một nhóm thanh niên khác chỉ tay vào người vừa nhảy lên từ xe đạp và reo hò.,0.67
Một nhóm người châu Á đang quan sát một người đàn ông thực hiện các pha nguy hiểm bằng xe đạp trên không,Một nhóm thanh niên khác chỉ tay vào người vừa nhảy lên từ xe đạp và reo hò.,0.67
Nhiều người đang bước đi trên con đường lớn,Một người đàn ông đang nằm trên đường,0
Nhiều người đang bước đi trên con đường lớn, Một người có thể được coi là một vận động viên thể thao đang trên đường,0.07
Nhiều người đang bước đi trên con đường lớn,Một người đàn ông đội khăn trùm đầu đang trượt băng trên đường cao tốc,0.07
Nhiều người đang bước đi trên con đường lớn,Một số người phù hợp sẽ tranh tài trong một cuộc thi trượt ván.,0
Một người đàn ông đang nằm trên đường, Một người có thể được coi là một vận động viên thể thao đang trên đường,0.47
Một người đàn ông đang nằm trên đường,Một người đàn ông đội khăn trùm đầu đang trượt băng trên đường cao tốc,0
Một người đàn ông đang nằm trên đường,Một số người phù hợp sẽ tranh tài trong một cuộc thi trượt ván.,0
 Một người có thể được coi là một vận động viên thể thao đang trên đường,Một người đàn ông đội khăn trùm đầu đang trượt băng trên đường cao tốc,0.6
 Một người có thể được coi là một vận động viên thể thao đang trên đường,Một số người phù hợp sẽ tranh tài trong một cuộc thi trượt ván.,0.2
Một người đàn ông đội khăn trùm đầu đang trượt băng trên đường cao tốc,Một số người phù hợp sẽ tranh tài trong một cuộc thi trượt ván.,0.47
Một làn sóng đua xe đạp bắt đầu, Một cuộc đua xe đạp được tổ chức,0.8
Một làn sóng đua xe đạp bắt đầu, Các vận động viên trong cuộc đua xe đạp chạy về phía trước,0.8
Một làn sóng đua xe đạp bắt đầu,Nhiều đối thủ tham gia giải đua xe đạp,0.73
Một làn sóng đua xe đạp bắt đầu,"Trong một cuộc đua xe đạp, một nhóm người đi theo một nhóm",0.8
 Một cuộc đua xe đạp được tổ chức, Các vận động viên trong cuộc đua xe đạp chạy về phía trước,0.67
 Một cuộc đua xe đạp được tổ chức,Nhiều đối thủ tham gia giải đua xe đạp,0.8
 Một cuộc đua xe đạp được tổ chức,"Trong một cuộc đua xe đạp, một nhóm người đi theo một nhóm",0.73
 Các vận động viên trong cuộc đua xe đạp chạy về phía trước,Nhiều đối thủ tham gia giải đua xe đạp,0.87
 Các vận động viên trong cuộc đua xe đạp chạy về phía trước,"Trong một cuộc đua xe đạp, một nhóm người đi theo một nhóm",0.87
Nhiều đối thủ tham gia giải đua xe đạp,"Trong một cuộc đua xe đạp, một nhóm người đi theo một nhóm",0.8
Một người nhảy xuống từ một độ cao nhất định, Một người đàn ông nhảy từ trên cao xuống,1
