sentence1	sentence2	similarity
M?t ng??i ?i xe ??p l?nh lóng ?ang ?n m?ng ?i?u gç ?¢	M?t ng??i ?i xe ??p ?ang gi? m?t chi?c xe ??p tràn ??u trong m?t nh¢m ng??i	0.64
M?t ng??i ?i xe ??p l?nh ?ang ?n m?ng	M?t ng??i ?i xe ??p trong nh¢m ng??i ?ang gi? chi?c xe ??p tràn ??u	0.46
M?t ng??i ?i xe ??p ??n ??c ?ang b? xe ??p xu?ng	M?t ng??i ?i xe ??p l?nh ?ang ?n m?ng	0.6
M?t ng??i ?i xe ??p l?nh ?ang ?n m?ng	M?t ng??i ?i xe ??p ?ang gi? m?t chi?c xe ??p tràn ??u trong m?t nh¢m ng??i	0.62
M?t ng??i ?Ön ìng ?ang ng?i bçnh th?n tràn m?t chi?c thuy?n tr??c hoÖng hìn g?n m?t l† c?	"M?t ng??i ?Ön ìng ?ang ng?i tràn thuy?n tr??c hoÖng hìn, g?n m?t l† c?"	0.86
M?t ng??i ?Ön ìng ?ang ? tràn m?t con tÖu tr??c hoÖng hìn	M?t ng??i ?Ön ìng ?ang ? tràn thuy?n tr??c hoÖng hìn	0.92
Khìng c¢ ng??i ?Ön ìng nÖo tràn thuy?n tr??c hoÖng hìn	M?t ng??i ?Ön ìng ?ang ? tràn thuy?n tr??c hoÖng hìn	0.64
M?t ng??i ?Ön ìng ?ang ng?i bçnh th?n tràn m?t chi?c thuy?n tr??c hoÖng hìn g?n m?t l† c?	M?t ng??i ?Ön ìng ?ang ? tràn thuy?n tr??c hoÖng hìn	0.9
?†m ?ìng khìng nhçn hai chi?c xe ?ua ?ang r?i kh?i v?ch xu?t ph†t	?†m ?ìng ?ang theo d?i hai chi?c xe ?ua ?ang r?i kh?i v?ch xu?t ph†t	0.7
?†m ?ìng ?ang theo d?i hai chi?c xe ???c thi?t k? ?? ?ua ?ang r?i kh?i v?ch xu?t ph†t	M?i ng??i t?i m?t cu?c ?ua xe ?ang nhçn ng?n l?a bóng ph†t t? nh?ng chi?c xe	0.68
M?t con ch¢ l?n vÖ m?t con ch¢ tr?ng nh? ?ang ch?i ?óa v?i nhau	M?t con ch¢ l?n vÖ m?t con ch¢ nh? c¢ b? lìng tr?ng ?ang ch?i ?óa cóng nhau	0.9
M?t con ch¢ l?n vÖ m?t con ch¢ tr?ng nh? ?ang ?i ngang qua nhau	M?t con ch¢ l?n vÖ m?t con ch¢ tr?ng nh? ?ang ch?i ?óa v?i nhau	0.78
Hai con ch¢ ?ang ch?i ?óa v?i nhau tràn b?i c?	M?t con ch¢ l?n vÖ m?t con ch¢ nh? c¢ b? lìng tr?ng ?ang ch?i ?óa cóng nhau	0.76
Hai ch£ ch¢ ?ang vui v? ch?i ?óa cóng nhau tràn b?i c?	M?t con ch¢ l?n vÖ m?t con ch¢ tr?ng nh? ?ang ch?i ?óa v?i nhau	0.82
M?t con ch¢ mÖu nÉu ?ang nh?y làn khìng trung	M?t con ch¢ nÉu ?ang nh?y tràn khìng trung	0.98
M?t con ch¢ trìng suy dinh d??ng ?ang ??ng b?ng hai chÉn sau vÖ chu?n b? nh?y	Con ch¢ trìng c¢ v? suy dinh d??ng ?ang ??ng tràn hai chÉn sau vÖ chu?n b? nh?y	1
M?t con ch¢ trìng kh?e m?nh ?ang n?m tràn m?t ??t	M?t con ch¢ trìng suy dinh d??ng ?ang ??ng b?ng hai chÉn sau vÖ chu?n b? nh?y	0.6
Con ch¢ trìng c¢ v? suy dinh d??ng ?ang ??ng tràn hai chÉn sau vÖ chu?n b? nh?y	M?t con ch¢ nÉu ?ang nh?y tràn khìng trung	0.58
M?t con ch¢ nÉu ?ang ng?i	M?t con ch¢ trìng suy dinh d??ng ?ang ??ng b?ng hai chÉn sau vÖ chu?n b? nh?y	0.5
C?nh s†t ?ang ng?i tràn xe ??p c?nh s†t	C?nh s†t ?ang ng?i tràn xe ??p c?nh s†t	0.96
C?nh s†t khìng ng?i tràn xe ??p c?nh s†t	C?nh s†t ?ang ng?i tràn xe ??p c?nh s†t	0.7
M?t c?nh s†t ?ang ng?i m?t m?i tràn xe m†y	M?t c?nh s†t ?ang ng?i tràn xe m†y	0.92
M?t c?nh s†t ?ang ng?i m?t m?i tràn xe m†y	C?nh s†t ?ang ng?i tràn xe ??p c?nh s†t	0.82
M?t c?nh s†t ?ang ng?i tràn xe m†y	C?nh s†t ?ang ng?i tràn xe ??p c?nh s†t	0.84
Hai ng??i ph? n? ?ang m?c bikini tràn b?i bi?n ??y c†t	Hai ng??i ph? n? ?ang m?c bikini tràn b?i bi?n ??y c†t	0.98
Hai ng??i ph? n? ?ang m?c bikini tràn b?i bi?n ??y c†t	Hai ng??i ph? n? m?c bikini vÖ ?i b? tràn c†t	0.88
Hai ng??i ph? n? m?c bikini vÖ ?ang ?i tràn c†t	Khìng c¢ ph? n? nÖo m?c bikini tràn b?i bi?n c†t	0.7
Hai ng??i ph? n? m?c bikini vÖ ?ang ?i tràn c†t	Hai ng??i ph? n? ?ang m?c bikini tràn b?i bi?n ??y c†t	0.86
M?t ch£ ch¢ c¢ b? lìng vÖng ?ang b?i v?ng v? trong n??c	M?t con ch¢ ?ang b?i trong h? vÖ m?t tr?i ?ang chi?u vÖo n¢	0.66
M?t con ch¢ ?en ?ang ng?i tràn c? vÖ ng?m ch?t mi?ng	M?t con ch¢ ?en ?ang ch?y tràn c? vÖ l??i c?a n¢ thä ra	0.72
M?t con ch¢ ?en ?ang lang thang tràn b?i c? vÖ ch?y v?i c†i l??i thä ra	M?t con ch¢ ?en ?ang ch?y tràn c?	0.96
"C†c c? ??ng viàn ?ang di?u hÖnh vÖ m?c ??ng ph?c mÖu ?en, h?ng vÖ tr?ng"	"C†c c? ??ng viàn ?ang di?u hÖnh vÖ m?c ??ng ph?c mÖu ?en, h?ng vÖ tr?ng"	0.96
M?t nh¢m l?n c†c c? ??ng viàn ?ang di?u hÖnh	Nhi?u ??i c? v? ?ang ?i di?u hÖnh	0.96
M?t nh¢m l?n c†c c? ??ng viàn ?ang di?u hÖnh	Khìng c¢ nh¢m c? ??ng viàn l?n nÖo ?i di?u hÖnh	0.88
Nhi?u ??i c? v? ?ang ?i di?u hÖnh	"C†c c? ??ng viàn ?ang di?u hÖnh vÖ m?c ??ng ph?c mÖu ?en, h?ng vÖ tr?ng"	0.72
Khìng c¢ nh¢m c? ??ng viàn l?n nÖo ?i di?u hÖnh	"C†c c? ??ng viàn ?ang di?u hÖnh vÖ m?c ??ng ph?c mÖu ?en, h?ng vÖ tr?ng"	0.74
M?t nh¢m l?n c†c c? ??ng viàn ?ang di?u hÖnh	"C†c c? ??ng viàn khìng di?u hÖnh vÖ khìng m?c ??ng ph?c mÖu ?en, h?ng vÖ tr?ng"	0.7
Ng??i ?Ön ìng ?ang ng?i bàn ngoÖi d??i m?t chi?c ì mÖu t°m	Ng??i ?Ön ìng ?ang ng?i ngoÖi tr?i d??i m?t chi?c ì mÖu t°m	1
M?t ng??i ph? n? khìng ?i giÖy ?ang ng?i tràn m?t t?m ch?n d??i m?t chi?c ì mÖu hoa o?i h??ng	M?t ng??i ph? n? khìng ?i giÖy ?ang ng?i tràn m?t t?m ch?n d??i m?t chi?c ì mÖu hoa o?i h??ng	0.96
M?t ng??i ph? n? khìng ?i giÖy ?ang ng?i tràn m?t t?m ch?n d??i m?t chi?c ì mÖu hoa o?i h??ng	M?t ng??i ph? n? khìng ?i giÖy ?ang ??ng tràn m?t t?m ch?n g?n m?t chi?c ì mÖu hoa o?i h??ng	0.76
M?t ng??i ph? n? khìng ?i giÖy ?ang ng?i tràn m?t t?m ch?n d??i m?t chi?c ì mÖu hoa o?i h??ng	Ng??i ?Ön ìng ?ang ng?i bàn ngoÖi d??i m?t chi?c ì mÖu t°m	0.36
M?t ng??i ph? n? khìng ?i giÖy ?ang ??ng tràn m?t t?m ch?n g?n m?t chi?c ì mÖu hoa o?i h??ng	Ng??i ?Ön ìng ?ang ng?i bàn ngoÖi d??i m?t chi?c ì mÖu t°m	0.567
M?t ng??i ph? n? khìng ?i giÖy ?ang ng?i tràn m?t t?m ch?n d??i m?t chi?c ì mÖu hoa o?i h??ng	Ng??i ?Ön ìng ?ang ng?i bàn ngoÖi d??i m?t chi?c ì mÖu t°m	0.6
Ng??i ph? n? ?ang ch?i v?i hai c?u bÇ ? cìng viàn	M?t ng??i ph? n? ?ang ch?i v?i hai c?u bÇ trong cìng viàn	1
M?t ng??i ph? n? ?ang ch?i v?i hai c?u bÇ trong cìng viàn	Khìng c¢ ng??i ph? n? nÖo ch?i v?i hai c?u bÇ ? cìng viàn	0.86
M?t ng??i ph? n? ?ang ??ng g?n ba ??a tr?	M?t ng??i ph? n? ?ang ??ng g?n ba ??a tr?	0.98
M?t ng??i ph? n? ?ang ??ng g?n ba ??a tr?	Khìng c¢ ng??i ph? n? nÖo ??ng g?n ba ??a tr?	0.74
M?t ng??i ph? n? ?ang ch?i v?i hai c?u bÇ trong cìng viàn	M?t ng??i ph? n? ?ang ??ng g?n ba ??a tr?	0.6
Khìng c¢ ng??i ph? n? nÖo ??ng g?n ba ??a tr?	M?t ng??i ph? n? ?ang ch?i v?i hai c?u bÇ trong cìng viàn	0.54
M?t ng??i ph? n? ?ang ??ng g?n ba ??a tr?	Khìng c¢ ng??i ph? n? nÖo ch?i v?i hai c?u bÇ ? cìng viàn	0.42
M?t ch£ ch¢ vÖng ?ang d?ng l?i tràn tuy?t tr?ng vÖo m?t ngÖy n?ng	M?t ch£ ch¢ vÖng ?ang ch?y tràn tuy?t tr?ng vÖo m?t ngÖy n?ng	0.7
M?t ch£ ch¢ r†m n?ng ?ang ch?y qua tuy?t	M?t con ch¢ r†m n?ng ?ang ch?y qua tuy?t	0.98
M?t ch£ ch¢ r†m n?ng ?ang ngh? ng?i tràn tuy?t	M?t ch£ ch¢ r†m n?ng ?ang ch?y qua tuy?t	0.74
M?t ch£ ch¢ vÖng ?ang ch?y tràn tuy?t tr?ng vÖo m?t ngÖy n?ng	M?t con ch¢ r†m n?ng ?ang ch?y qua tuy?t	0.76
M?t ch£ ch¢ vÖng ?ang ch?y tràn tuy?t tr?ng vÖo m?t ngÖy n?ng ??p	M?t ch£ ch¢ r†m n?ng ?ang ch?y qua tuy?t	0.6
M?t cì g†i m?c qu?n jean vÖ †o s? mi h?ng vÖ ?ang ch?y	M?t cì g†i ?ang ch?y v?i chi?c †o s? mi mÖu h?ng vÖ khìng m?c qu?n jean	0.78
Cì bÇ m?c †o s? mi h?ng ?ang ch?y d??i g?c cÉy trong sa m?c	M?t cì bÇ m?c †o s? mi h?ng ?ang ch?y d??i g?c cÉy trong sa m?c	0.98
Cì bÇ m?c †o s? mi h?ng ?ang ch?y d??i g?c cÉy trong sa m?c	M?t cì g†i ?ang ch?y v?i chi?c †o s? mi mÖu h?ng vÖ khìng m?c qu?n jean	0.64
M?t cì g†i m?c qu?n jean vÖ †o s? mi h?ng vÖ ?ang ch?y	Cì bÇ m?c †o s? mi h?ng ?ang ch?y d??i g?c cÉy trong sa m?c	0.76
Con ch¢ tr?ng ??i tai tu?n l?c g?n gi?ng v?i con ch¢ nÉu	Con ch¢ tr?ng ??i tai tu?n l?c ? g?n m?t con ch¢ nÉu	0.98
Con ch¢ tr?ng ??i tai tu?n l?c ? g?n m?t con ch¢ nÉu	Con ch¢ tr?ng khìng ?eo tai tu?n l?c vÖ khìng ? g?n con ch¢ nÉu	0.72
Con tu?n l?c tr?ng ??i tai ch¢ ? g?n m?t con tu?n l?c nÉu	Con ch¢ tr?ng ??i tai tu?n l?c ? g?n m?t con ch¢ nÉu	0.66
M?t ch£ ch¢ tr?ng ?ang ??i m?t chi?c b?ng ?ì tu?n l?c Gi†ng sinh vÖ ?ang ch?i v?i m?t ch£ ch¢ nÉu tràn b?i c?	M?t ch£ ch¢ tr?ng ?ang ??i m?t chi?c b?ng ?ì tu?n l?c Gi†ng sinh vÖ ?ang ch?i v?i m?t ch£ ch¢ c¢ b? lìng nÉu tràn b?i c?	0.9
Con ch¢ tr?ng ??i tai tu?n l?c g?n gi?ng v?i con ch¢ nÉu	M?t ch£ ch¢ tr?ng ?ang ??i m?t chi?c b?ng ?ì tu?n l?c Gi†ng sinh vÖ ?ang ch?i v?i m?t ch£ ch¢ nÉu tràn b?i c?	0.84
M?t ch£ ch¢ tr?ng ?ang ??i m?t chi?c b?ng ?ì tu?n l?c Gi†ng sinh vÖ ?ang ch?i v?i m?t ch£ ch¢ nÉu tràn b?i c?	Con ch¢ tr?ng ??i tai tu?n l?c ? g?n m?t con ch¢ nÉu	0.88
M?t ??a tr? cïn nh? ?ang ??p xe tràn con ???ng ??t g? gh?	M?t ??a tr? ?ang ??p xe tràn con ???ng ??t g? gh?	0.98
M?t ??a tr? ?ang ?i xe ??p tràn con ???ng ??t g? gh?	M?t ??a tr? ?ang ??p xe tràn con ???ng ??t g? gh?	0.74
C?u bÇ ?ang ??p xe ??a hçnh qua bón	M?t c?u bÇ ?ang ??p xe ??a hçnh qua bón	0.98
M?t c?u bÇ ?ang ??p xe ??a hçnh qua bón	Khìng c¢ c?u bÇ nÖo ??p xe ??a hçnh qua bón	0.74
M?t ??a tr? ?ang ??p xe tràn con ???ng ??t g? gh?	C?u bÇ ?ang ??p xe ??a hçnh qua bón	0.76
M?t ??a tr? ?ang ?i xe ??p tràn con ???ng ??t g? gh?	M?t c?u bÇ ?ang ??p xe ??a hçnh qua bón	0.68
Ng??i ph? n? trong trang ph?c mÖu ?? ?ang d?a vÖo b?c t??ng g?ch vÖ ch?i m?t nh?c c?	Ng??i ph? n? trong trang ph?c mÖu ?? ?ang d?a vÖo b?c t??ng g?ch vÖ ch?i m?t nh?c c?	0.96
Ng??i ph? n? trong trang ph?c mÖu ?? ?ang d?a vÖo b?c t??ng g?ch vÖ ch?i m?t nh?c c?	M?t ng??i ph? n? m?c v†y ?? ?ang ch?i m?t nh?c c?	0.8
Ng??i ph? n? trong trang ph?c mÖu ?? khìng d?a vÖo t??ng g?ch vÖ khìng ch?i nh?c c?	M?t ng??i ph? n? m?c v†y ?? ?ang ch?i m?t nh?c c?	0.78
M?t ng??i ph? n? m?c v†y ?? ?ang c?t m?t nh?c c?	Ng??i ph? n? trong trang ph?c mÖu ?? ?ang d?a vÖo b?c t??ng g?ch vÖ ch?i m?t nh?c c?	0.62
M?t ng??i ph? n? m?c v†y ?? ?ang ch?i m?t nh?c c?	Ng??i ph? n? trong trang ph?c mÖu ?? ?ang d?a vÖo b?c t??ng g?ch vÖ ch?i m?t nh?c c?	0.8
M?t ??a tr? ?ang m?c †o kho†c tr?ng vÖ ?ang ch?i trï ch?i	M?t ??a tr? cïn nh? ?ang m?c chi?c †o kho†c tr?ng vÖ ?ang ch?i m?t trï ch?i	0.98
M?t game th? tr? ?ang ch?i v?i m?t ??a tr? m?c †o kho†c tr?ng	M?t ??a tr? ?ang m?c †o kho†c tr?ng vÖ ?ang ch?i trï ch?i	0.727
??a tr? ?ang ch?i ?? ch?i ngoÖi tr?i	Khìng c¢ ??a tr? nÖo m?c †o kho†c tr?ng vÖ ch?i trï ch?i	0.54
??a tr? ?ang th°ch th£ ch?i ?? ch?i ngoÖi tr?i	M?t ??a tr? ?ang m?c †o kho†c tr?ng vÖ ?ang ch?i trï ch?i	0.56
M?t ??a tr? ?ang m?c †o kho†c tr?ng vÖ ?ang ch?i trï ch?i	??a tr? ?ang ch?i ?? ch?i trong nhÖ	0.6
Ng??i ?Ön ìng ?ang m?c b? ?? l?n vÖ ?ang l??t v†n	Ng??i ?¢ ?ang m?c b? ?? l?n vÖ ?ang l??t v†n	0.9
M?t ng??i l??t s¢ng ?ang d?a vÖo v†n l??t s¢ng	Ng??i l??t s¢ng ?ang d?a vÖo v†n l??t s¢ng	1
Khìng c¢ ng??i l??t s¢ng nÖo d?a vÖo v†n l??t s¢ng	Ng??i ?Ön ìng ?ang m?c b? ?? l?n vÖ ?ang l??t v†n	0.6
M?t ng??i l??t s¢ng ?ang d?a v†n l??t s¢ng vÖo t??ng	Ng??i ?Ön ìng ?ang m?c b? ?? l?n vÖ ?ang l??t v†n	0.52
Ng??i ?Ön ìng ?ang m?c b? ?? l?n vÖ ?ang l??t v†n	M?t ng??i l??t s¢ng ?ang d?a vÖo v†n l??t s¢ng	0.68
M?t th†c n??c ?ang ch?y nh? nhÖng vÖo m?t h? n??c nìng	M?t th†c n??c ?ang ch?y vÖo m?t h? n??c nìng	0.9
M?t th†c n??c ?ang ch?y ra t? m?t h? n??c nìng	M?t th†c n??c ?ang ch?y vÖo m?t h? n??c nìng	0.7
M?t th†c n??c ?ang ch?y vÖo m?t h? n??c nìng	"M?i ng??i ?ang ?i tràn con ???ng bàn c?nh m?t th†c n??c, trìng th?t ??p"	0.5
M?i ng??i ?ang ?i tràn ???ng bàn c?nh m?t th†c n??c tuy?t ??p	M?t th†c n??c ?ang ch?y nh? nhÖng vÖo m?t h? n??c nìng	0.54
M?t con ch¢ ?ang ch?n m?t ?Ön c?u tr?ng tràn m?t trang tr?i b?i b?m	M?t con ch¢ ?ang ch?n m?t ?Ön c?u tr?ng tràn m?t trang tr?i b?i b?m	1
M?t con ch¢ ch?n c?u ?ang t?p h?p m?t ?Ön c?u	Ch¢ ch?n c?u ?ang t?p h?p m?t ?Ön c?u	1
M?t con ch¢ ch?n c?u ?ang t?p h?p m?t ?Ön c?u	M?t con ch¢ ?ang xua ?u?i m?t ?Ön c?u tr?ng tràn m?t trang tr?i b?i b?m	0.72
Ng??i ?Ön ìng da ng?m ?en ?ang ??ng tràn m?t tay tr??c m?t tïa nhÖ mÖu vÖng	Ng??i ?Ön ìng da ng?m ?en ?ang ??ng tràn m?t tay tr??c tïa nhÖ mÖu vÖng	1
Ng??i ?Ön ìng da ng?m ?en ?ang ??ng tràn m?t tay tr??c tïa nhÖ mÖu vÖng	Ng??i ?Ön ìng da ng?m ?en khìng ??ng m?t tay tr??c tïa nhÖ mÖu vÖng	0.8
M?t ng??i ?Ön ìng da ?en ?ang nh?y breakdance m?t c†ch ?iàu luy?n tràn v?a hä	M?t ng??i ?Ön ìng da ?en ?ang nh?y breakdance tràn v?a hä	0.94
Ng??i ?Ön ìng da ng?m ?en ?ang ??ng tràn m?t tay tr??c m?t tïa nhÖ mÖu vÖng	M?t ng??i ?Ön ìng da ?en ?ang nh?y breakdance tràn v?a hä	0.54
Ng??i ?Ön ìng da ng?m ?en khìng ??ng m?t tay tr??c tïa nhÖ mÖu vÖng	M?t ng??i ?Ön ìng da ?en ?ang nh?y breakdance tràn v?a hä	0.6
"M?t ng??i ?i xe ??p, m?c ??ng ph?c ?en vÖ ??, ?ang ??ng tràn m?t chi?c xe ??p ??a hçnh"	M?t ng??i ?i xe ??p m?c ??ng ph?c ?en vÖ ?? ?ang ??ng tràn m?t chi?c xe ??p ??a hçnh	0.96
M?t ng??i ?i xe ??p m?c ??ng ph?c ?en vÖ ?? ?ang ??ng tràn m?t chi?c xe ??p ??a hçnh	M?t ng??i ?i xe ??p da ?en m?c ??ng ph?c xe ??p mÖu ?? ?ang ??ng tràn ??t	0.74
M?t ng??i ?ang ?i xe ??p	"M?t ng??i ?i xe ??p, m?c ??ng ph?c ?en vÖ ??, ?ang ??ng tràn m?t chi?c xe ??p ??a hçnh"	0.6
M?t ng??i ?i xe ??p m?c ??ng ph?c ?en vÖ ?? ?ang nh?y xu?ng kh?i xe ??p ??a hçnh	M?t ng??i ?ang ?i xe ??p	0.76
M?t ng??i ?ang l†i xe ??p	M?t ng??i ?i xe ??p m?c ??ng ph?c ?en vÖ ?? ?ang ??ng tràn m?t chi?c xe ??p ??a hçnh	0.68
Khìng c¢ ng??i nÖo ?ang ?i xe ??p	M?t ng??i ?i xe ??p m?c ??ng ph?c ?en vÖ ?? ?ang ??ng tràn m?t chi?c xe ??p ??a hçnh	0.7
M?t ng??i ?Ön ìng m?c b? ?? mÖu t°m ?ang ??ng c?nh m?t chi?c h?p mÖu t°m vÖ ?ang ch?i ?Ön ghi-ta	M?t ng??i ?Ön ìng m?c b? ?? mÖu t°m ?ang ??ng c?nh m?t chi?c h?p mÖu t°m vÖ ?ang ch?i ?Ön ghi-ta	0.98
Ng??i ?Ön ìng ?ang ch?i ?Ön guitar vÖ m? h?p ?Ön guitar ?? quyàn g¢p	Ng??i ?Ön ìng ?ang c?t cÉy ?Ön guitar vÖo h?p ?Ön guitar	0.58
M?t ng??i ?Ön ìng m?c b? ?? mÖu t°m ?ang ??ng c?nh m?t chi?c h?p mÖu t°m vÖ ?ang ch?i ?Ön ghi-ta	Ng??i ?Ön ìng ?ang c?t cÉy ?Ön guitar vÖo h?p ?Ön guitar	0.68
M?t ng??i ?Ön ìng m?c b? ?? mÖu t°m ?ang ??ng c?nh m?t chi?c h?p mÖu t°m vÖ ?ang ch?i ?Ön ghi-ta	Ng??i ?Ön ìng ?ang ch?i ?Ön guitar vÖ m? h?p ?Ön guitar ?? quyàn g¢p	0.74
M?t c?p ?ìi ?ang ng?i tràn hiàn vÖ ng?m nhçn ??i d??ng	M?t s? ng??i l?n ?ang ng?i tràn gh? vÖ ng?m nhçn ??i d??ng	0.8
Khìng c¢ ai ng?i tràn gh? vÖ ng?m nhçn ??i d??ng	M?t c?p ?ìi ?ang ng?i tràn hiàn vÖ ng?m nhçn ??i d??ng	0.6
M?t c?u bÇ m?c †o s? mi vÖng ?ang c??i tràn b?i bi?n	Khìng c¢ c?u bÇ m?c †o vÖng c??i ?óa tràn b?i bi?n	0.46
C?u bÇ m?c †o ba l? mÖu vÖng vÖ ?ang c??i	M?t c?u bÇ m?c †o ba l? mÖu vÖng vÖ ?ang c??i	1
M?t c?u bÇ m?c †o s? mi vÖng ?ang c??i tràn b?i bi?n	M?t c?u bÇ c?i tr?n vÖ nghiàm t£c	0.52
M?t c?u bÇ m?c †o s? mi mÖu vÖng ?ang c??i tràn b?i bi?n	M?t c?u bÇ m?c †o ba l? mÖu vÖng vÖ ?ang c??i	0.853
Chi?c thuy?n c?u h? mÖu cam khìng lao nhanh qua m?t n??c	Chi?c thuy?n c?u h? mÖu cam ?ang lao nhanh qua m?t n??c	0.64
Hai ng??i ?Ön ìng ?ang c??i m?t chi?c bä mÖu cam tràn b?	Hai ng??i ?Ön ìng ?ang b??c xu?ng t? m?t chi?c bä cam tràn b?	0.84
Hai ng??i ?Ön ìng ?ang b??c xu?ng t? m?t chi?c bä cam tràn b?	Chi?c thuy?n c?u h? mÖu cam ?ang lao nhanh qua m?t n??c	0.6
Hai ng??i ?Ön ìng ?ang c??i m?t chi?c bä mÖu cam tràn b?	Chi?c thuy?n c?u h? mÖu cam ?ang lao nhanh qua m?t n??c	0.68
M?t con ch¢ c¢ b? lìng r?t dÖi vÖ m?c †o vest mÖu ?? ?ang ch?y tràn c?	M?t con ch¢ c¢ lìng dÖi vÖ m?c †o vest ?? ?ang ch?y tràn c?	0.94
M?t con ch¢ c¢ lìng dÖi vÖ m?c †o vest ?? ?ang ng?i tràn c?	M?t con ch¢ c¢ lìng dÖi vÖ m?c †o vest ?? ?ang ch?y tràn c?	0.82
Con ch¢ m?c †o vest nhu?m ?? ?ang ch?y tràn c†nh ??ng	Con ch¢ m?c †o vest ?? ?ang ch?y tràn c†nh ??ng	0.9
Con ch¢ m?c †o vest ?? khìng ch?y tràn c†nh ??ng	Con ch¢ m?c †o vest ?? ?ang ch?y tràn c†nh ??ng	0.74
M?t ng??i ?ang ??ng gi?a m?t c†nh ??ng b?ng hÖ r?ng l?n	M?t ng??i ?ang ??ng gi?a m?t c†nh ??ng b?ng hÖ r?ng l?n	0.96
M?t ng??i ?ang ??ng gi?a m?t c†nh ??ng b?ng hÖ r?ng l?n	Khìng c¢ m?t ng??i nÖo ??ng tràn m?t c†nh ??ng b?ng hÖ r?ng l?n	0.62
Ng??i ?¢ khìng ??ng tràn b?ng tr?ng	Ng??i ?¢ ?ang ??ng tràn b?ng tr?ng	0.72
M?t ng??i ph? n? ?ang tr??t v†n xu?ng d?c m?t c†ch nhanh ch¢ng vÖ m?t ng??i ph? n? kh†c ?ang ??ng sau cì ?y	M?t ng??i ph? n? ?ang tr??t v†n xu?ng d?c vÖ m?t ng??i ph? n? kh†c ?ang ??ng sau cì ?y	0.98
M?t ng??i ph? n? ?ang tr??t v†n xu?ng d?c vÖ m?t ng??i ph? n? kh†c ?ang ??ng sau cì ?y	Khìng c¢ ng??i ph? n? nÖo tr??t v†n xu?ng d?c vÖ khìng c¢ ng??i ph? n? nÖo kh†c ??ng sau cì ?y	0.86
M?t c?u bÇ t¢c vÖng ?ang tr??t xu?ng m?t ??n c†t tràn v†n tr??t	Khìng c¢ ng??i ph? n? nÖo tr??t v†n xu?ng d?c vÖ khìng c¢ ng??i ph? n? nÖo kh†c ??ng sau cì ?y	0.4
Ng??i ?Ön ìng ?ang ch?p ?nh mçnh vÖ m?t ng??i ?Ön ìng kh†c	M?t b?c ?nh c?a anh ta vÖ m?t ng??i ?Ön ìng kh†c ?ang ???c ng??i ?Ön ìng ch?p	0.88
Ng??i ?Ön ìng khìng ch?p ?nh mçnh vÖ m?t ng??i ?Ön ìng kh†c	Ng??i ?Ön ìng ?ang ch?p ?nh mçnh vÖ m?t ng??i ?Ön ìng kh†c	0.74
M?t ng??i ?Ön ìng ?ang c?m m?t thi?t b? ?i?n t?	M?t ng??i ?ang c?m m?t thi?t b? ?i?n t?	0.9
M?t ng??i ?Ön ìng ?i?n t? ???c coi nh? m?t thi?t b?	M?t ng??i ?Ön ìng ?ang c?m m?t thi?t b? ?i?n t?	0.5
Ng??i ?Ön ìng ?ang ch?p ?nh mçnh vÖ m?t ng??i ?Ön ìng kh†c	M?t ng??i ?ang c?m m?t thi?t b? ?i?n t?	0.62
M?t ch£ ch¢ ?en nh? ?ang ?u?i theo m?t ch£ ch¢ nÉu nh?	M?t con ch¢ nh? vÖ ?en ?ang ?u?i theo m?t con ch¢ nh? mÖu nÉu	0.96
Con ch¢ nÉu vÖ con ch¢ ?en ?ang ? trong c?	M?t con ch¢ nÉu vÖ m?t con ch¢ ?en ?ang ? trong c?	0.98
Con ch¢ nÉu vÖ con ch¢ ?en ?ang ? trong c?	M?t ch£ ch¢ ?en nh? ?ang ?u?i theo m?t ch£ ch¢ nÉu nh?	0.64
M?t con ch¢ nÉu vÖ m?t con ch¢ ?en ? xa b?i c?	M?t ch£ ch¢ ?en nh? ?ang ?u?i theo m?t ch£ ch¢ nÉu nh?	0.5
Khìng c¢ con ch¢ ?en nh? nÖo ?u?i theo con ch¢ nÉu nh?	M?t con ch¢ nÉu vÖ m?t con ch¢ ?en ?ang ? trong c?	0.66
M?t ch£ ch¢ ?en nh? ?ang ?u?i theo m?t ch£ ch¢ nÉu nh?	M?t con ch¢ nÉu vÖ m?t con ch¢ ?en ?ang ? trong c?	0.68
M?t cì g†i ?ang vÉy quanh nh?ng ??a tr? m?c ?? nÉu ?ang nh?m m?t	M?t cì g†i m?c v†y nÉu ?ang ???c bao quanh b?i tr? em vÖ ?ang nh?m m?t l?i	0.78
M?t cì g†i m?c v†y nÉu ?ang ???c bao quanh b?i tr? em vÖ ?ang nh?m m?t l?i	M?t tr?i khìng chi?u vÖo khuìn m?t c?a cì g†i m?c v†y vÖng	0.38
Ph? n? khìng ?eo tai th? vÖ s? xe ?ua vÖ khìng ch? vÖo m?t v?t gç ?¢ ? xa	Nh?ng ng??i ph? n? ?eo tai th? vÖ s? xe ?ua vÖ ?ang ch? vÖo m?t th? gç ?¢ ? ??ng xa	0.74
M?t s? ph? n? ?ang ?eo tai th? mÖu h?ng vÖ ch? v? ph°a bàn ph?i	M?t s? ph? n? ?ang th†o tai th? mÖu h?ng vÖ ch? v? ph°a bàn tr†i	0.72
