sentence1;sentence2;similarity
Cầu thủ bóng rổ có hình xăm với quả bóng va chạm với một cầu thủ của đội kia;Người chơi áo trắng cố gắng ngăn cản người chơi áo xanh;0,67
Một cầu thủ cố gắng đưa quả bóng vào rổ;Người chơi áo trắng cố gắng ngăn cản người chơi áo xanh;0,33
Một cầu thủ bóng rổ cố gắng ghi bàn;Mọi người đang chơi bóng rổ;0,53
Một cầu thủ bóng rổ cố gắng ghi bàn;Cầu thủ mặc áo số 14 có nhiệm vụ đưa bóng rổ vào lưới;0,87
Một cầu thủ bóng rổ cố gắng ghi bàn;Một cầu thủ cố gắng đánh một quả bóng đá;0,80
Một cầu thủ bóng rổ cố gắng ghi bàn;Cầu thủ áo xanh chuẩn bị ném bóng;0,60
Mọi người đang chơi bóng rổ;Cầu thủ mặc áo số 14 có nhiệm vụ đưa bóng rổ vào lưới;0,53
Mọi người đang chơi bóng rổ;Một cầu thủ cố gắng đánh một quả bóng đá;0,67
Mọi người đang chơi bóng rổ;Cầu thủ áo xanh chuẩn bị ném bóng;0,67
Cầu thủ mặc áo số 14 có nhiệm vụ đưa bóng rổ vào lưới;Một cầu thủ cố gắng đánh một quả bóng đá;0,80
Cầu thủ mặc áo số 14 có nhiệm vụ đưa bóng rổ vào lưới;Cầu thủ áo xanh chuẩn bị ném bóng;0,80
Một cầu thủ cố gắng đánh một quả bóng đá;Cầu thủ áo xanh chuẩn bị ném bóng;0,73
Một cầu thủ bóng rổ cố gắng đẩy bóng lên;Mọi người đang chơi bóng rổ;0,53
Một cầu thủ bóng rổ cố gắng đẩy bóng lên;Cầu thủ mặc áo số 50 giơ quả bóng rổ lên;0,60
Một cầu thủ bóng rổ cố gắng đẩy bóng lên;Một cầu thủ với một quả bóng đang nhìn nó;0,33
Một cầu thủ bóng rổ cố gắng đẩy bóng lên;Cầu thủ áo xanh chạy cùng bóng;0,80
Mọi người đang chơi bóng rổ;Cầu thủ mặc áo số 50 giơ quả bóng rổ lên;0,60
Mọi người đang chơi bóng rổ;Một cầu thủ với một quả bóng đang nhìn nó;0,27
Mọi người đang chơi bóng rổ;Cầu thủ áo xanh chạy cùng bóng;0,67
Cầu thủ mặc áo số 50 giơ quả bóng rổ lên;Một cầu thủ với một quả bóng đang nhìn nó;0,33
Cầu thủ mặc áo số 50 giơ quả bóng rổ lên;Cầu thủ áo xanh chạy cùng bóng;0,53
Một cầu thủ với một quả bóng đang nhìn nó;Cầu thủ áo xanh chạy cùng bóng;0,33
Một cầu thủ bóng rổ cố gắng đẩy bóng lên;Mọi người đang chơi bóng rổ;0,53
Một cầu thủ bóng rổ cố gắng đẩy bóng lên;Cầu thủ bóng rổ mặc áo số 21 có bóng;0,40
Một cầu thủ bóng rổ cố gắng đẩy bóng lên;Một cậu bé chơi bóng rổ;0,53
Một cầu thủ bóng rổ cố gắng đẩy bóng lên;Cầu thủ áo xanh chạy cùng bóng;0,73
Mọi người đang chơi bóng rổ;Cầu thủ bóng rổ mặc áo số 21 có bóng;0,60
Mọi người đang chơi bóng rổ;Một cậu bé chơi bóng rổ;0,67
Mọi người đang chơi bóng rổ;Cầu thủ áo xanh chạy cùng bóng;0,67
Cầu thủ bóng rổ mặc áo số 21 có bóng;Một cậu bé chơi bóng rổ;0,67
Cầu thủ bóng rổ mặc áo số 21 có bóng;Cầu thủ áo xanh chạy cùng bóng;0,53
Một cậu bé chơi bóng rổ;Cầu thủ áo xanh chạy cùng bóng;0,60
Một người đàn ông và một người phụ nữ ôm nhau;Một cô gái và một chàng trai đang ôm nhau;0,87
Một người đàn ông và một người phụ nữ ôm nhau;Một cầu thủ bóng rổ mặc áo xanh nhạt cầm bóng;0
Một người đàn ông và một người phụ nữ ôm nhau;Một bé gái và một bé trai cũng được nhận làm con nuôi;0,80
Một người đàn ông và một người phụ nữ ôm nhau;Nam thanh niên cầm bảng tên ôm một người phụ nữ;0,67
Một cô gái và một chàng trai đang ôm nhau;Một cầu thủ bóng rổ mặc áo xanh nhạt cầm bóng;0
Một cô gái và một chàng trai đang ôm nhau;Một bé gái và một bé trai cũng được nhận làm con nuôi;0,87
Một cô gái và một chàng trai đang ôm nhau;Nam thanh niên cầm bảng tên ôm một người phụ nữ;0,80
Một cầu thủ bóng rổ mặc áo xanh nhạt cầm bóng;Một bé gái và một bé trai cũng được nhận làm con nuôi;0
Một cầu thủ bóng rổ mặc áo xanh nhạt cầm bóng;Nam thanh niên cầm bảng tên ôm một người phụ nữ;0
Một bé gái và một bé trai cũng được nhận làm con nuôi;Nam thanh niên cầm bảng tên ôm một người phụ nữ;0,80
Một người đàn ông đang tập karanam trên núi tuyết;Một người đàn ông nhảy lên và ném karanam;0,87
Một người đàn ông đang tập karanam trên núi tuyết;Một người đàn ông ôm một người phụ nữ khác với tình cảm;0
Một người đàn ông đang tập karanam trên núi tuyết;Một người tuyết rơi;0,40
Một người đàn ông đang tập karanam trên núi tuyết;Nam thanh niên trượt qua lan can;0,07
Một người đàn ông nhảy lên và ném karanam;Một người đàn ông ôm một người phụ nữ khác với tình cảm;0
Một người đàn ông nhảy lên và ném karanam;Một người tuyết rơi;0,33
Một người đàn ông nhảy lên và ném karanam;Nam thanh niên trượt qua lan can;0,13
Một người đàn ông ôm một người phụ nữ khác với tình cảm;Một người tuyết rơi;0
Một người đàn ông ôm một người phụ nữ khác với tình cảm;Nam thanh niên trượt qua lan can;0
Một người tuyết rơi;Nam thanh niên trượt qua lan can;0,47
Hai cầu thủ bóng rổ tranh giành bóng;Mọi người đang chơi bóng rổ;0,73
Hai cầu thủ bóng rổ tranh giành bóng;Một người đang tham gia một cuộc thi trượt tuyết;0
Hai cầu thủ bóng rổ tranh giành bóng;Một trong hai cầu thủ trong trận bóng rổ ngăn cản Anika mang bóng;0,80
Hai cầu thủ bóng rổ tranh giành bóng;Người chơi áo đỏ cố gắng ngăn cản người chơi áo trắng;0,60
Mọi người đang chơi bóng rổ;Một người đang tham gia một cuộc thi trượt tuyết;0
Mọi người đang chơi bóng rổ;Một trong hai cầu thủ trong trận bóng rổ ngăn cản Anika mang bóng;0,60
Mọi người đang chơi bóng rổ;Người chơi áo đỏ cố gắng ngăn cản người chơi áo trắng;0,67
Một người đang tham gia một cuộc thi trượt tuyết;Một trong hai cầu thủ trong trận bóng rổ ngăn cản Anika mang bóng;0,07
Một người đang tham gia một cuộc thi trượt tuyết;Người chơi áo đỏ cố gắng ngăn cản người chơi áo trắng;0,20
Một trong hai cầu thủ trong trận bóng rổ ngăn cản Anika mang bóng;Người chơi áo đỏ cố gắng ngăn cản người chơi áo trắng;0,80
Một vận động viên cricket đánh bóng;Mọi người đang chơi cricket;0,73
Một vận động viên cricket đánh bóng;Hai cầu thủ bóng rổ của hai đội va chạm với nhau;0,07
Một vận động viên cricket đánh bóng;Một vận động viên cricket đánh bóng bằng gậy;0,87
Một vận động viên cricket đánh bóng;Một cầu thủ mặc đồ trắng đang chơi cricket;0,73
Mọi người đang chơi cricket;Hai cầu thủ bóng rổ của hai đội va chạm với nhau;0
Mọi người đang chơi cricket;Một vận động viên cricket đánh bóng bằng gậy;0,67
Mọi người đang chơi cricket;Một cầu thủ mặc đồ trắng đang chơi cricket;0,73
Hai cầu thủ bóng rổ của hai đội va chạm với nhau;Một vận động viên cricket đánh bóng bằng gậy;0
Hai cầu thủ bóng rổ của hai đội va chạm với nhau;Một cầu thủ mặc đồ trắng đang chơi cricket;0
Một vận động viên cricket đánh bóng bằng gậy;Một cầu thủ mặc đồ trắng đang chơi cricket;0,67
Một nhóm người xem một người đàn ông biểu diễn karanam;Một người đàn ông nhảy lên và ném karanam;0,60
Một nhóm người xem một người đàn ông biểu diễn karanam;Một vận động viên cricket đánh bóng bằng gậy;0
Một nhóm người xem một người đàn ông biểu diễn karanam;Một cậu bé chơi trên bảng có bánh xe nhảy lên;0,53
Một nhóm người xem một người đàn ông biểu diễn karanam;Rất đông người dân đang theo dõi trận đấu;0,67
Một người đàn ông nhảy lên và ném karanam;Một vận động viên cricket đánh bóng bằng gậy;0
Một người đàn ông nhảy lên và ném karanam;Một cậu bé chơi trên bảng có bánh xe nhảy lên;0,67
Một người đàn ông nhảy lên và ném karanam;Rất đông người dân đang theo dõi trận đấu;0,33
Một vận động viên cricket đánh bóng bằng gậy;Một cậu bé chơi trên bảng có bánh xe nhảy lên;0
Một vận động viên cricket đánh bóng bằng gậy;Rất đông người dân đang theo dõi trận đấu;0,07
Một cậu bé chơi trên bảng có bánh xe nhảy lên;Rất đông người dân đang theo dõi trận đấu;0,27
Một con chó đang nhìn về phía trước;Một con chó chạy nhanh qua bãi cỏ;0,33
Một con chó đang nhìn về phía trước;Một người thể hiện kỹ năng trượt băng của mình trước đám đông;0
Một con chó đang nhìn về phía trước;Một con chó vui vẻ chạy dọc đồng cỏ;0,33
Một con chó đang nhìn về phía trước;Một con chó con nhỏ đang nằm trên mặt đất;0,73
Một con chó chạy nhanh qua bãi cỏ;Một người thể hiện kỹ năng trượt băng của mình trước đám đông;0
Một con chó chạy nhanh qua bãi cỏ;Một con chó vui vẻ chạy dọc đồng cỏ;0,87
Một con chó chạy nhanh qua bãi cỏ;Một con chó con nhỏ đang nằm trên mặt đất;0,73
Một người thể hiện kỹ năng trượt băng của mình trước đám đông;Một con chó vui vẻ chạy dọc đồng cỏ;0
Một người thể hiện kỹ năng trượt băng của mình trước đám đông;Một con chó con nhỏ đang nằm trên mặt đất;0
Một con chó vui vẻ chạy dọc đồng cỏ;Một con chó con nhỏ đang nằm trên mặt đất;0,73
Một người đàn ông chơi sóng;Một người đàn ông cưỡi sóng;0,87
Một người đàn ông chơi sóng;một con chó màu nâu và trắng đang ở trên bãi cỏ;0
Một người đàn ông chơi sóng;Một thanh niên trượt ván và chơi trên cát;0,73
Một người đàn ông chơi sóng;Một thanh niên chơi lướt sóng;0,80
Một người đàn ông cưỡi sóng;một con chó màu nâu và trắng đang ở trên bãi cỏ;0
Một người đàn ông cưỡi sóng;Một thanh niên trượt ván và chơi trên cát;0,73
Một người đàn ông cưỡi sóng;Một thanh niên chơi lướt sóng;0,80
một con chó màu nâu và trắng đang ở trên bãi cỏ;Một thanh niên trượt ván và chơi trên cát;0
một con chó màu nâu và trắng đang ở trên bãi cỏ;Một thanh niên chơi lướt sóng;0
Một thanh niên trượt ván và chơi trên cát;Một thanh niên chơi lướt sóng;0,80
Một đàn chim trắng bay;Chim bay trên bầu trời phía trên;0,80
Một đàn chim trắng bay;Một người mặc đồ đen đang tham gia vào môn thể thao serifing;0
Một đàn chim trắng bay;Năm con chim khác bay theo sau con chim đang ngậm thức ăn trong miệng;0,60
Một đàn chim trắng bay;Những đàn chim đang bay;0,87
Chim bay trên bầu trời phía trên;Một người mặc đồ đen đang tham gia vào môn thể thao serifing;0,07
Chim bay trên bầu trời phía trên;Năm con chim khác bay theo sau con chim đang ngậm thức ăn trong miệng;0,60
Chim bay trên bầu trời phía trên;Những đàn chim đang bay;0,93
Một người mặc đồ đen đang tham gia vào môn thể thao serifing;Năm con chim khác bay theo sau con chim đang ngậm thức ăn trong miệng;0,07
Một người mặc đồ đen đang tham gia vào môn thể thao serifing;Những đàn chim đang bay;0,07
Năm con chim khác bay theo sau con chim đang ngậm thức ăn trong miệng;Những đàn chim đang bay;0,80
Một người đàn ông đi xe đạp qua tàu hỏa;Một người đàn ông thực hiện karanam với sự trợ giúp của một chiếc xe đạp;0,67
Một người đàn ông đi xe đạp qua tàu hỏa;Một đàn chim trắng bay đi với thứ gì đó trong miệng;0,07
Một người đàn ông đi xe đạp qua tàu hỏa;Một đứa trẻ đi xe đạp trên nóc toa tàu;0,87
Một người đàn ông đi xe đạp qua tàu hỏa;Nam thanh niên đi xe đạp trên đầu toa tàu;0,87
Một người đàn ông thực hiện karanam với sự trợ giúp của một chiếc xe đạp;Một đàn chim trắng bay đi với thứ gì đó trong miệng;0
